year/country,ISO Code,Year,Urban_Population,Tax%
Dominican Republic1985,DOM,1985,53.868,1.622803
Dominican Republic1986,DOM,1986,54.14,1.786012
Dominican Republic1987,DOM,1987,54.412,1.699729
Dominican Republic1988,DOM,1988,54.684,1.959318
Dominican Republic1989,DOM,1989,54.955,2.33231
Dominican Republic1990,DOM,1990,55.226,2.009206
Dominican Republic1991,DOM,1991,55.497,1.87848
Dominican Republic1992,DOM,1992,55.767,1.868998
Dominican Republic1993,DOM,1993,56.037,1.87826
Dominican Republic1994,DOM,1994,56.752,1.71663
Dominican Republic1995,DOM,1995,57.598,1.903065
Dominican Republic1996,DOM,1996,58.441,1.941211
Dominican Republic1997,DOM,1997,59.276,2.146396
Dominican Republic1998,DOM,1998,60.107,2.101748
Dominican Republic1999,DOM,1999,60.933,2.348311
Dominican Republic2000,DOM,2000,61.753,2.491234
Dominican Republic2001,DOM,2001,62.565,3.347132
Dominican Republic2002,DOM,2002,63.371,3.121733
Dominican Republic2003,DOM,2003,64.605,3.242828
Dominican Republic2004,DOM,2004,66.003,2.604089
Dominican Republic2005,DOM,2005,67.37,2.72921
Dominican Republic2006,DOM,2006,68.71,3.09037
Dominican Republic2007,DOM,2007,70.02,3.78711
Dominican Republic2008,DOM,2008,71.3,3.522704
Dominican Republic2009,DOM,2009,72.542,3.117884
Dominican Republic2010,DOM,2010,73.753,2.704898
Dominican Republic2011,DOM,2011,74.827,2.950168
Dominican Republic2012,DOM,2012,75.802,3.867294
Dominican Republic2013,DOM,2013,76.749,4.131987
Dominican Republic2014,DOM,2014,77.67,4.347398
Dominican Republic2015,DOM,2015,78.566,3.831689
Dominican Republic2016,DOM,2016,79.436,4.044032
Dominican Republic2017,DOM,2017,80.277,4.242719
Ecuador1980,ECU,1980,46.961,1.505461
Ecuador1981,ECU,1981,47.888,1.840264
Ecuador1982,ECU,1982,48.818,1.509983
Ecuador1983,ECU,1983,49.658,1.341246
Ecuador1984,ECU,1984,50.438,1.205125
Ecuador1985,ECU,1985,51.215,1.271421
Ecuador1990,ECU,1990,55.09,1.123733
Ecuador1991,ECU,1991,55.709,1.221413
Ecuador1992,ECU,1992,56.226,1.183054
Ecuador1993,ECU,1993,56.74,1.056623
Ecuador1994,ECU,1994,57.254,1.003674
Ecuador1995,ECU,1995,57.766,1.343108
Ecuador1996,ECU,1996,58.277,1.238818
Ecuador1997,ECU,1997,58.785,1.258262
Ecuador1998,ECU,1998,59.291,1.287858
Ecuador1999,ECU,1999,59.796,0.549569
Ecuador2000,ECU,2000,60.299,1.602091
Ecuador2001,ECU,2001,60.799,1.943804
Ecuador2002,ECU,2002,61.118,1.860804
Ecuador2003,ECU,2003,61.316,1.823448
Ecuador2004,ECU,2004,61.514,1.917228
Ecuador2005,ECU,2005,61.711,2.254868
Ecuador2006,ECU,2006,61.907,2.278223
Ecuador2007,ECU,2007,62.104,2.479531
Ecuador2008,ECU,2008,62.3,3.781296
Ecuador2009,ECU,2009,62.495,4.022241
Ecuador2010,ECU,2010,62.69,3.376036
Ecuador2011,ECU,2011,62.851,3.818674
Ecuador2012,ECU,2012,62.988,3.761053
Ecuador2013,ECU,2013,63.125,4.034917
Ecuador2014,ECU,2014,63.261,4.079592
Ecuador2015,ECU,2015,63.398,4.738819
Ecuador2016,ECU,2016,63.534,4.31776
Ecuador2017,ECU,2017,63.67,3.896083
Egypt1987,EGY,1987,43.877,4.358184
Egypt1988,EGY,1988,43.744,4.285869
Egypt1989,EGY,1989,43.611,4.204178
Egypt1990,EGY,1990,43.478,4.201015
Egypt1991,EGY,1991,43.345,5.479628
Egypt1992,EGY,1992,43.212,6.834404
Egypt1993,EGY,1993,43.079,6.728866
Egypt1994,EGY,1994,42.946,6.523086
Egypt1995,EGY,1995,42.814,5.65685
Egypt1996,EGY,1996,42.681,5.682624
Egypt1997,EGY,1997,42.658,5.405368
Egypt1998,EGY,1998,42.704,5.105728
Egypt1999,EGY,1999,42.75,5.175708
Egypt2000,EGY,2000,42.797,5.621814
Egypt2001,EGY,2001,42.843,5.630177
Egypt2002,EGY,2002,42.889,4.925402
Egypt2003,EGY,2003,42.935,4.747706
Egypt2004,EGY,2004,42.981,5.346074
Egypt2005,EGY,2005,43.027,5.575748
Egypt2006,EGY,2006,43.073,7.431597
Egypt2007,EGY,2007,43.078,7.474407
Egypt2008,EGY,2008,43.058,7.121837
Egypt2009,EGY,2009,43.039,7.323552
Egypt2010,EGY,2010,43.019,6.039043
Egypt2011,EGY,2011,0.43,6.214494
Egypt2012,EGY,2012,42.946,5.445751
Egypt2013,EGY,2013,42.893,6.326596
Egypt2014,EGY,2014,42.839,5.676056
Egypt2015,EGY,2015,42.785,5.311919
Egypt2016,EGY,2016,42.732,5.342253
Egypt2017,EGY,2017,42.705,4.809712
El Salvador1990,SLV,1990,49.274,1.545247
El Salvador1991,SLV,1991,49.794,1.873191
El Salvador1992,SLV,1992,50.315,1.844142
El Salvador1993,SLV,1993,51.417,1.907934
El Salvador1994,SLV,1994,52.704,2.374788
El Salvador1995,SLV,1995,53.988,3.140551
El Salvador1996,SLV,1996,55.268,3.185896
El Salvador1997,SLV,1997,56.537,2.848464
El Salvador1998,SLV,1998,57.8,2.74216
El Salvador1999,SLV,1999,58.357,3.167671
El Salvador2000,SLV,2000,58.912,3.125838
El Salvador2001,SLV,2001,59.464,2.988684
El Salvador2002,SLV,2002,60.014,3.722363
El Salvador2003,SLV,2003,60.561,3.760948
El Salvador2004,SLV,2004,61.107,3.824408
El Salvador2005,SLV,2005,61.648,4.508777
El Salvador2006,SLV,2006,62.187,5.099375
El Salvador2007,SLV,2007,62.774,5.673054
El Salvador2008,SLV,2008,63.678,5.836993
El Salvador2009,SLV,2009,64.57,5.665265
El Salvador2010,SLV,2010,65.452,5.655898
El Salvador2011,SLV,2011,66.325,5.856833
El Salvador2012,SLV,2012,67.187,5.295988
El Salvador2013,SLV,2013,68.036,5.988814
El Salvador2014,SLV,2014,68.874,5.924956
El Salvador2015,SLV,2015,69.7,5.906274
El Salvador2016,SLV,2016,70.501,6.827991
El Salvador2017,SLV,2017,71.275,6.911253
Equatorial Guinea1992,GNQ,1992,36.766,0.3745
Equatorial Guinea1993,GNQ,1993,37.792,0.318888
Equatorial Guinea1994,GNQ,1994,38.831,0.557593
Equatorial Guinea1995,GNQ,1995,40.494,0.399802
Equatorial Guinea1996,GNQ,1996,42.187,0.529359
Equatorial Guinea1997,GNQ,1997,43.893,0.675019
Equatorial Guinea2001,GNQ,2001,50.832,5.642183
Equatorial Guinea2002,GNQ,2002,52.573,9.955337
Equatorial Guinea2003,GNQ,2003,54.307,7.550308
Equatorial Guinea2004,GNQ,2004,56.033,6.228289
Equatorial Guinea2005,GNQ,2005,57.74,7.067838
Equatorial Guinea2006,GNQ,2006,59.431,8.852618
Equatorial Guinea2007,GNQ,2007,61.1,6.777506
Equatorial Guinea2008,GNQ,2008,62.745,7.317867
Eritrea1993,ERI,1993,21.015,5.225475
Eritrea1994,ERI,1994,21.755,6.950725
Eritrea1995,ERI,1995,22.514,6.573675
Eritrea1996,ERI,1996,23.293,7.236234
Eritrea1997,ERI,1997,24.088,7.669721
Eritrea1998,ERI,1998,24.903,7.755958
Eritrea1999,ERI,1999,25.735,7.249266
Eritrea2000,ERI,2000,26.587,6.21562
Eritrea2001,ERI,2001,27.455,6.162886
Eritrea2002,ERI,2002,28.341,4.880157
Estonia1995,EST,1995,70.3,10.827276
Estonia1996,EST,1996,70.111,9.186078
Estonia1997,EST,1997,69.923,9.197108
Estonia1998,EST,1998,69.733,10.313131
Estonia1999,EST,1999,69.543,9.703476
Estonia2000,EST,2000,69.368,7.714633
Estonia2001,EST,2001,69.242,7.189507
Estonia2002,EST,2002,69.116,7.526113
Estonia2003,EST,2003,68.989,8.053852
Estonia2004,EST,2004,68.862,7.924598
Estonia2005,EST,2005,68.735,6.941751
Estonia2006,EST,2006,68.607,6.996672
Estonia2007,EST,2007,68.479,7.366121
Estonia2008,EST,2008,68.351,7.731973
Estonia2009,EST,2009,68.223,7.386328
Estonia2010,EST,2010,68.094,6.591928
Estonia2011,EST,2011,67.965,6.281018
Estonia2012,EST,2012,67.974,6.599833
Estonia2013,EST,2013,68.122,7.168656
Estonia2014,EST,2014,68.269,7.37062
Estonia2015,EST,2015,68.416,7.780215
Estonia2016,EST,2016,68.563,7.507587
Estonia2017,EST,2017,68.717,7.241033
Fiji1980,FJI,1980,37.769,10.327706
Fiji1981,FJI,1981,37.919,10.462963
Fiji1982,FJI,1982,38.07,10.535558
Fiji1983,FJI,1983,38.221,11.120616
Fiji1984,FJI,1984,38.372,11.570881
Fiji1985,FJI,1985,38.523,10.838901
Fiji1990,FJI,1990,41.611,9.956566
Fiji1991,FJI,1991,42.381,10.218413
Fiji1992,FJI,1992,43.156,8.504778
Fiji1993,FJI,1993,43.933,7.577716
Fiji1994,FJI,1994,44.713,7.075973
Fiji1995,FJI,1995,45.496,8.136774
Fiji1996,FJI,1996,46.282,7.907965
Fiji1997,FJI,1997,46.732,7.416474
Fiji1998,FJI,1998,47.123,7.287363
Fiji1999,FJI,1999,47.515,6.700654
Fiji2000,FJI,2000,47.908,7.670851
Fiji2001,FJI,2001,48.3,6.718709
Fiji2002,FJI,2002,48.692,8.012407
Fiji2003,FJI,2003,49.085,6.287862
Fiji2004,FJI,2004,49.479,7.078697
Fiji2005,FJI,2005,49.871,6.933517
Fiji2006,FJI,2006,50.264,8.305538
Fiji2007,FJI,2007,50.657,7.988328
Fiji2008,FJI,2008,51.146,7.553338
Fiji2009,FJI,2009,51.658,7.79556
Fiji2010,FJI,2010,52.171,6.829222
Fiji2011,FJI,2011,52.683,7.068932
Fiji2012,FJI,2012,53.196,6.929875
Fiji2013,FJI,2013,53.706,5.735586
Fiji2014,FJI,2014,54.216,6.125859
Fiji2015,FJI,2015,54.726,6.613258
Fiji2016,FJI,2016,55.235,7.637519
Fiji2017,FJI,2017,55.742,8.421831
Finland1980,FIN,1980,71.727,13.816222
Finland1981,FIN,1981,72.528,15.232827
Finland1982,FIN,1982,73.373,14.994292
Finland1983,FIN,1983,74.202,15.01561
Finland1984,FIN,1984,75.015,15.402224
Finland1985,FIN,1985,75.808,15.963989
Finland1986,FIN,1986,76.567,16.84617
Finland1987,FIN,1987,77.291,15.150274
Finland1988,FIN,1988,0.78,16.460531
Finland1989,FIN,1989,78.691,16.172703
Finland1990,FIN,1990,79.367,16.836676
Finland1991,FIN,1991,79.843,16.910892
Finland1992,FIN,1992,80.128,15.863607
Finland1993,FIN,1993,80.409,14.685347
Finland1994,FIN,1994,80.688,15.920762
Finland1995,FIN,1995,80.963,16.083589
Finland1996,FIN,1996,81.223,17.675319
Finland1997,FIN,1997,81.466,17.218711
Finland1998,FIN,1998,81.707,17.643945
Finland1999,FIN,1999,81.946,17.181941
Finland2000,FIN,2000,82.183,19.749274
Finland2001,FIN,2001,82.368,17.628566
Finland2002,FIN,2002,82.503,17.564148
Finland2003,FIN,2003,82.638,16.399792
Finland2004,FIN,2004,82.772,16.112117
Finland2005,FIN,2005,82.905,16.095555
Finland2006,FIN,2006,83.037,16.020137
Finland2007,FIN,2007,83.168,16.27042
Finland2008,FIN,2008,83.299,16.03626
Finland2009,FIN,2009,83.429,14.641301
Finland2010,FIN,2010,83.77,14.486371
Finland2011,FIN,2011,84.313,14.900264
Finland2012,FIN,2012,84.841,14.616128
Finland2013,FIN,2013,85.125,15.145718
Finland2014,FIN,2014,85.175,15.320187
Finland2015,FIN,2015,85.225,15.443885
Finland2016,FIN,2016,85.275,15.239391
Finland2017,FIN,2017,85.325,15.366269
France1980,FRA,1980,73.282,6.644694
France1981,FRA,1981,73.352,6.840051
France1982,FRA,1982,73.425,6.905576
France1983,FRA,1983,73.5,6.914051
France1984,FRA,1984,73.575,6.955283
France1985,FRA,1985,73.65,6.717472
France1986,FRA,1986,73.725,6.895236
France1987,FRA,1987,73.8,7.04104
France1988,FRA,1988,73.875,6.658777
France1989,FRA,1989,73.95,6.62082
France1990,FRA,1990,74.056,6.610851
France1991,FRA,1991,74.229,7.003248
France1992,FRA,1992,74.401,6.583797
France1993,FRA,1993,74.572,6.707647
France1994,FRA,1994,74.743,6.842941
France1995,FRA,1995,74.912,6.859638
France1996,FRA,1996,75.082,7.30014
France1997,FRA,1997,75.25,7.913857
France1998,FRA,1998,75.417,10.013848
France1999,FRA,1999,75.614,10.551788
France2000,FRA,2000,75.871,10.780069
France2001,FRA,2001,76.127,10.878127
France2002,FRA,2002,76.38,10.117974
France2003,FRA,2003,76.632,9.794899
France2004,FRA,2004,76.883,9.897849
France2005,FRA,2005,77.13,10.103082
France2006,FRA,2006,77.377,10.452188
France2007,FRA,2007,77.621,10.14311
France2008,FRA,2008,77.868,10.20338
France2009,FRA,2009,78.117,8.569717
France2010,FRA,2010,78.369,9.522698
France2011,FRA,2011,78.622,10.051388
France2012,FRA,2012,78.878,10.624598
France2013,FRA,2013,79.135,11.062451
France2014,FRA,2014,79.394,10.795489
France2015,FRA,2015,79.655,10.608495
France2016,FRA,2016,79.917,10.649693
France2017,FRA,2017,80.18,10.908308
Gambia1990,GMB,1990,38.312,0.946266
Gambia1991,GMB,1991,39.41,0.929056
Gambia1992,GMB,1992,40.52,1.096791
Gambia1993,GMB,1993,41.586,1.402037
Gambia1994,GMB,1994,42.472,1.34684
Gambia1995,GMB,1995,43.362,1.373286
Gambia1996,GMB,1996,44.258,1.29515
Gambia1997,GMB,1997,45.155,1.551856
Gambia1998,GMB,1998,46.057,1.51875
Gambia1999,GMB,1999,46.961,1.491021
Gambia2000,GMB,2000,47.868,1.52623
Gambia2001,GMB,2001,48.775,1.435369
Gambia2002,GMB,2002,49.683,1.624851
Gambia2003,GMB,2003,50.555,1.679732
Gambia2004,GMB,2004,51.288,1.879672
Gambia2005,GMB,2005,52.02,2.097718
Gambia2006,GMB,2006,52.751,2.513024
Gambia2007,GMB,2007,53.481,2.789964
Gambia2008,GMB,2008,54.211,3.142897
Gambia2009,GMB,2009,54.937,2.456866
Gambia2010,GMB,2010,55.662,2.428184
Gambia2011,GMB,2011,56.384,2.974962
Gambia2012,GMB,2012,57.105,3.329974
Gambia2013,GMB,2013,57.82,2.815526
Gambia2014,GMB,2014,58.528,3.035493
Gambia2015,GMB,2015,59.228,2.897401
Gambia2016,GMB,2016,59.918,2.892804
Gambia2017,GMB,2017,60.599,2.739844
Georgia1995,GEO,1995,53.841,2.014652
Georgia1996,GEO,1996,53.6,2.1303
Georgia1997,GEO,1997,53.36,2.540066
Georgia1998,GEO,1998,53.12,2.753883
Georgia1999,GEO,1999,52.879,2.829423
Georgia2000,GEO,2000,52.638,3.109383
Georgia2001,GEO,2001,52.398,3.032664
Georgia2002,GEO,2002,52.441,3.02441
Georgia2003,GEO,2003,52.83,3.072163
Georgia2004,GEO,2004,53.218,4.38009
Georgia2005,GEO,2005,53.605,4.311161
Georgia2006,GEO,2006,53.992,5.272661
Georgia2007,GEO,2007,54.379,6.364011
Georgia2008,GEO,2008,54.765,9.899869
Georgia2009,GEO,2009,55.15,9.099299
Georgia2010,GEO,2010,55.535,8.571566
Georgia2011,GEO,2011,55.919,9.790092
Georgia2012,GEO,2012,56.303,9.996561
Georgia2013,GEO,2013,56.685,10.208962
Georgia2014,GEO,2014,57.067,9.49434
Georgia2015,GEO,2015,57.448,10.229248
Georgia2016,GEO,2016,57.837,10.196891
Georgia2017,GEO,2017,58.231,9.71147
Germany1980,DEU,1980,72.844,12.775381
Germany1981,DEU,1981,72.989,12.21002
Germany1982,DEU,1982,73.107,12.100594
Germany1983,DEU,1983,73.103,11.849303
Germany1984,DEU,1984,72.943,11.886973
Germany1985,DEU,1985,72.711,12.562157
Germany1986,DEU,1986,72.617,12.341018
Germany1987,DEU,1987,72.836,12.283908
Germany1988,DEU,1988,72.999,12.2124
Germany1989,DEU,1989,72.976,12.673903
Germany1990,DEU,1990,73.118,11.220013
Germany1991,DEU,1991,73.269,11.146118
Germany1992,DEU,1992,73.36,11.554825
Germany1993,DEU,1993,73.497,11.067128
Germany1994,DEU,1994,73.71,10.69266
Germany1995,DEU,1995,73.922,10.96649
Germany1996,DEU,1996,74.133,10.180769
Germany1997,DEU,1997,74.342,9.92191
Germany1998,DEU,1998,74.551,10.41964
Germany1999,DEU,1999,74.758,10.787053
Germany2000,DEU,2000,74.965,10.926113
Germany2001,DEU,2001,75.17,10.0784
Germany2002,DEU,2002,75.374,9.616981
Germany2003,DEU,2003,75.577,9.495919
Germany2004,DEU,2004,75.779,9.258529
Germany2005,DEU,2005,75.98,9.544735
Germany2006,DEU,2006,76.179,10.467022
Germany2007,DEU,2007,76.378,10.88623
Germany2008,DEU,2008,76.575,11.2739
Germany2009,DEU,2009,76.771,10.41101
Germany2010,DEU,2010,76.966,9.992675
Germany2011,DEU,2011,77.16,10.50893
Germany2012,DEU,2012,77.17,11.043085
Germany2013,DEU,2013,77.18,11.288886
Germany2014,DEU,2014,77.19,11.347619
Germany2015,DEU,2015,77.2,11.540576
Germany2016,DEU,2016,77.224,11.923538
Germany2017,DEU,2017,77.261,12.223694
Ghana1983,GHA,1983,31.842,0.413953
Ghana1984,GHA,1984,32.209,0.654839
Ghana1985,GHA,1985,32.896,0.887024
Ghana1986,GHA,1986,33.591,1.11189
Ghana1987,GHA,1987,34.293,0.994208
Ghana1988,GHA,1988,35.004,1.582031
Ghana1989,GHA,1989,35.719,1.318966
Ghana1990,GHA,1990,36.441,1.133745
Ghana1991,GHA,1991,37.17,0.955954
Ghana1992,GHA,1992,37.905,0.772222
Ghana1993,GHA,1993,38.644,1.135945
Ghana1994,GHA,1994,39.39,1.290816
Ghana1995,GHA,1995,40.14,1.364679
Ghana1996,GHA,1996,40.896,1.477057
Ghana1997,GHA,1997,41.654,1.602846
Ghana1998,GHA,1998,42.418,1.57831
Ghana1999,GHA,1999,43.184,0.956401
Ghana2000,GHA,2000,43.929,2.255762
Ghana2001,GHA,2001,44.601,2.424869
Ghana2002,GHA,2002,45.275,2.479648
Ghana2003,GHA,2003,45.951,2.676251
Ghana2004,GHA,2004,46.63,2.934812
Ghana2005,GHA,2005,47.308,2.889799
Ghana2006,GHA,2006,47.988,2.722995
Ghana2007,GHA,2007,48.669,2.962342
Ghana2008,GHA,2008,49.351,3.056386
Ghana2009,GHA,2009,50.031,3.459781
Ghana2010,GHA,2010,50.713,3.924318
Ghana2011,GHA,2011,51.394,4.367465
Ghana2012,GHA,2012,52.073,4.814521
Ghana2013,GHA,2013,52.748,4.423397
Ghana2014,GHA,2014,53.419,4.735431
Ghana2015,GHA,2015,54.086,4.196198
Ghana2016,GHA,2016,54.749,3.758734
Greece1980,GRC,1980,69.343,4.018439
Greece1981,GRC,1981,69.746,3.979967
Greece1982,GRC,1982,69.94,4.340374
Greece1983,GRC,1983,70.134,3.812566
Greece1984,GRC,1984,70.327,4.412861
Greece1985,GRC,1985,70.518,4.293473
Greece1986,GRC,1986,70.709,4.533289
Greece1987,GRC,1987,70.9,4.577759
Greece1988,GRC,1988,71.09,4.434132
Greece1989,GRC,1989,71.279,4.159336
Greece1990,GRC,1990,71.467,5.012433
Greece1991,GRC,1991,71.635,5.090032
Greece1992,GRC,1992,71.757,4.933249
Greece1993,GRC,1993,71.878,5.043755
Greece1994,GRC,1994,71.998,5.801949
Greece1995,GRC,1995,72.119,6.185429
Greece1997,GRC,1997,72.358,6.484373
Greece1998,GRC,1998,72.478,7.658287
Greece1999,GRC,1999,72.597,7.949464
Greece2000,GRC,2000,72.716,8.95421
Greece2001,GRC,2001,72.913,7.732236
Greece2002,GRC,2002,73.303,7.738849
Greece2003,GRC,2003,73.689,7.127246
Greece2004,GRC,2004,74.073,7.207975
Greece2005,GRC,2005,74.452,7.892412
Greece2006,GRC,2006,74.827,7.217413
Greece2007,GRC,2007,75.199,7.258428
Greece2008,GRC,2008,75.568,7.203603
Greece2009,GRC,2009,75.932,7.522292
Greece2010,GRC,2010,76.292,7.044609
Greece2011,GRC,2011,76.649,7.222177
Greece2012,GRC,2012,77.004,8.487793
Greece2013,GRC,2013,77.355,7.757924
Greece2014,GRC,2014,77.702,8.482223
Greece2015,GRC,2015,78.046,8.408083
Greece2016,GRC,2016,78.387,8.996079
Greece2017,GRC,2017,78.724,8.856496
Grenada1992,GRD,1992,33.744,4.109756
Grenada1993,GRD,1993,33.985,4.455324
Grenada1994,GRD,1994,34.227,4.046512
Grenada1995,GRD,1995,34.47,4.757174
Grenada1996,GRD,1996,34.714,3.4272
Grenada1997,GRD,1997,34.959,2.106768
Grenada1998,GRD,1998,35.204,2.068276
Grenada1999,GRD,1999,35.45,2.969231
Grenada2000,GRD,2000,35.698,3.698718
Grenada2001,GRD,2001,35.919,4.082562
Grenada2002,GRD,2002,35.913,2.979438
Grenada2003,GRD,2003,35.907,2.975564
Grenada2004,GRD,2004,35.901,2.658714
Grenada2005,GRD,2005,35.895,3.074436
Grenada2006,GRD,2006,35.889,2.970999
Grenada2007,GRD,2007,35.883,3.653959
Grenada2008,GRD,2008,35.877,4.2403
Grenada2009,GRD,2009,35.871,4.189797
Grenada2010,GRD,2010,35.865,3.515339
Grenada2011,GRD,2011,35.859,3.515347
Grenada2012,GRD,2012,35.869,3.495115
Grenada2013,GRD,2013,35.896,2.905955
Grenada2014,GRD,2014,35.938,3.653174
Grenada2015,GRD,2015,35.997,3.77786
Grenada2016,GRD,2016,36.072,4.441731
Grenada2017,GRD,2017,36.164,4.62044
Guatemala1987,GTM,1987,41.002,1.52392
Guatemala1988,GTM,1988,41.332,2.168946
Guatemala1989,GTM,1989,41.661,1.846818
Guatemala1990,GTM,1990,41.992,1.590588
Guatemala1991,GTM,1991,42.323,2.381486
Guatemala1992,GTM,1992,42.655,2.007435
Guatemala1993,GTM,1993,42.987,2.005564
Guatemala1994,GTM,1994,43.32,1.241094
Guatemala1995,GTM,1995,43.654,1.764613
Guatemala1996,GTM,1996,43.989,2.313661
Guatemala1997,GTM,1997,44.323,2.355018
Guatemala1998,GTM,1998,44.659,2.139247
Guatemala2001,GTM,2001,45.668,2.816639
Guatemala2002,GTM,2002,46.005,3.33145
Guatemala2003,GTM,2003,46.318,3.218232
Guatemala2004,GTM,2004,46.616,3.013842
Guatemala2005,GTM,2005,46.913,3.09962
Guatemala2006,GTM,2006,47.21,3.327068
Guatemala2007,GTM,2007,47.508,3.306044
Guatemala2008,GTM,2008,47.807,3.277904
Guatemala2009,GTM,2009,48.104,3.151571
Guatemala2010,GTM,2010,48.403,3.097993
Guatemala2011,GTM,2011,48.701,3.422078
Guatemala2012,GTM,2012,0.49,3.405849
Guatemala2013,GTM,2013,49.311,3.791397
Guatemala2014,GTM,2014,49.634,3.909754
Guatemala2015,GTM,2015,49.971,3.592156
Guatemala2016,GTM,2016,50.319,3.942171
Guinea1986,GIN,1986,26.898,6.989607
Guinea1987,GIN,1987,27.178,8.949189
Guinea1988,GIN,1988,27.459,7.262907
Guinea1989,GIN,1989,27.741,7.777223
Guinea1990,GIN,1990,28.026,8.324284
Guinea1991,GIN,1991,28.312,6.374865
Guinea1992,GIN,1992,28.601,4.327807
Guinea1993,GIN,1993,28.89,3.619864
Guinea1994,GIN,1994,29.182,2.684318
Guinea1995,GIN,1995,29.475,2.79289
Guinea1996,GIN,1996,29.77,2.65493
Guinea1997,GIN,1997,30.052,2.778264
Guinea1998,GIN,1998,30.323,2.618271
Guinea1999,GIN,1999,30.595,2.397638
Guinea2000,GIN,2000,30.869,2.901365
Guinea2001,GIN,2001,31.144,3.296027
Guinea2002,GIN,2002,31.42,3.023608
Guinea2003,GIN,2003,31.698,2.20508
Guinea2004,GIN,2004,31.977,2.566253
Guinea2005,GIN,2005,32.257,3.417246
Guinea2006,GIN,2006,32.539,3.235457
Guinea-Bissau1980,GNB,1980,17.804,1.885951
Guinea-Bissau1981,GNB,1981,18.883,1.677693
Guinea-Bissau1982,GNB,1982,20.013,1.250433
Guinea-Bissau1983,GNB,1983,21.194,1.168284
Guinea-Bissau1984,GNB,1984,22.426,1.319109
Guinea-Bissau1985,GNB,1985,23.704,1.372089
Guinea-Bissau1986,GNB,1986,25.034,0.983072
Guinea-Bissau1987,GNB,1987,26.413,0.802848
Guinea-Bissau1988,GNB,1988,27.841,0.655165
Guinea-Bissau1989,GNB,1989,29.312,0.831453
Guinea-Bissau1990,GNB,1990,30.83,1.175788
Guinea-Bissau1991,GNB,1991,32.39,0.415509
Guinea-Bissau1992,GNB,1992,33.271,0.3393
Guinea-Bissau1993,GNB,1993,33.635,0.468587
Guinea-Bissau1994,GNB,1994,34.002,0.91669
Guinea-Bissau1995,GNB,1995,34.371,0.554855
Guinea-Bissau1996,GNB,1996,34.742,0.609042
Guinea-Bissau1997,GNB,1997,35.114,0.827912
Guinea-Bissau1998,GNB,1998,35.488,0.387114
Guinea-Bissau1999,GNB,1999,35.865,0.718785
Guinea-Bissau2000,GNB,2000,36.243,1.212858
Guinea-Bissau2001,GNB,2001,36.622,0.981951
Guinea-Bissau2002,GNB,2002,37.004,0.796716
Guinea-Bissau2003,GNB,2003,37.387,1.049921
Guinea-Bissau2004,GNB,2004,37.772,1.011487
Guinea-Bissau2005,GNB,2005,38.157,1.316249
Guinea-Bissau2011,GNB,2011,40.508,1.968018
Guyana1987,GUY,1987,29.853,8.965444
Guyana1988,GUY,1988,29.763,9.900732
Guyana1989,GUY,1989,29.673,6.292027
Guyana1990,GUY,1990,29.583,6.725385
Guyana1991,GUY,1991,29.493,5.604585
Guyana1992,GUY,1992,29.404,7.781157
Guyana1993,GUY,1993,29.315,7.401408
Guyana1994,GUY,1994,29.226,6.692508
Guyana1995,GUY,1995,29.137,7.648465
Guyana1996,GUY,1996,29.048,8.025064
Guyana1997,GUY,1997,28.959,7.196822
Guyana1998,GUY,1998,28.871,7.111025
Guyana1999,GUY,1999,28.782,6.928693
Guyana2000,GUY,2000,28.694,7.81122
Guyana2001,GUY,2001,28.606,7.925546
Guyana2002,GUY,2002,28.518,8.612183
Guyana2003,GUY,2003,28.307,8.306936
Guyana2004,GUY,2004,28.064,8.558441
Guyana2005,GUY,2005,27.822,9.010486
Guyana2006,GUY,2006,27.582,9.168907
Guyana2007,GUY,2007,27.343,8.337593
Guyana2013,GUY,2013,26.4,7.691643
Guyana2014,GUY,2014,26.414,8.058208
Guyana2015,GUY,2015,26.441,8.254737
Guyana2016,GUY,2016,26.482,8.375013
Guyana2017,GUY,2017,26.538,9.041833
Haiti1990,HTI,1990,28.51,1.101322
Haiti1991,HTI,1991,29.641,1.236938
Haiti1992,HTI,1992,30.8,0.733951
Haiti1993,HTI,1993,31.39,0.759525
Haiti1994,HTI,1994,31.987,0.610763
Haiti1995,HTI,1995,32.59,0.625648
Haiti1996,HTI,1996,33.2,1.040324
Haiti1997,HTI,1997,33.792,1.274636
Haiti1998,HTI,1998,34.389,0.999492
Haiti1999,HTI,1999,34.992,1.231452
Haiti2000,HTI,2000,35.6,1.551585
Haiti2001,HTI,2001,37.251,1.327468
Haiti2002,HTI,2002,38.935,1.287574
Haiti2003,HTI,2003,40.645,1.33946
Haiti2004,HTI,2004,41.679,1.552886
Haiti2005,HTI,2005,42.638,1.825626
Haiti2006,HTI,2006,43.604,1.727135
Haiti2007,HTI,2007,44.574,1.981373
Haiti2008,HTI,2008,45.551,2.039587
Haiti2009,HTI,2009,46.528,2.034157
Haiti2010,HTI,2010,47.509,2.244374
Haiti2011,HTI,2011,48.492,2.267495
Haiti2012,HTI,2012,49.477,3.02142
Haiti2013,HTI,2013,50.46,2.592241
Haiti2014,HTI,2014,51.444,2.888566
Haiti2015,HTI,2015,52.427,3.118884
Haiti2016,HTI,2016,53.396,3.157401
Honduras1991,HND,1991,40.953,3.28589
Honduras1992,HND,1992,41.448,3.84876
