year/country,ISO Code,Year,Urban_Population,Tax%
Qatar2000,QAT,2000,96.311,0.13922
Qatar2001,QAT,2001,96.506,2.073935
Qatar2002,QAT,2002,96.692,0.253958
Qatar2003,QAT,2003,96.868,1.242077
Qatar2004,QAT,2004,97.09,1.345315
Qatar2005,QAT,2005,97.396,0.267751
Qatar2006,QAT,2006,97.671,2.058562
Qatar2007,QAT,2007,97.917,3.08081
Qatar2008,QAT,2008,98.139,3.486565
Qatar2009,QAT,2009,98.336,6.060632
Qatar2010,QAT,2010,98.501,3.183699
Qatar2011,QAT,2011,98.602,5.387243
Qatar2012,QAT,2012,98.697,7.322733
Qatar2013,QAT,2013,98.785,6.801508
Romania1994,ROU,1994,53.922,9.039339
Romania1995,ROU,1995,53.769,11.182484
Romania1996,ROU,1996,53.616,10.239685
Romania1997,ROU,1997,53.463,9.553638
Romania1998,ROU,1998,53.311,8.192675
Romania1999,ROU,1999,53.158,7.398711
Romania2000,ROU,2000,53.004,6.665272
Romania2001,ROU,2001,52.852,5.819044
Romania2002,ROU,2002,52.78,5.349931
Romania2003,ROU,2003,52.912,5.644166
Romania2004,ROU,2004,53.043,6.107547
Romania2005,ROU,2005,53.174,5.026146
Romania2006,ROU,2006,53.305,5.689762
Romania2007,ROU,2007,53.436,6.221837
Romania2008,ROU,2008,53.567,6.136579
Romania2009,ROU,2009,53.698,5.664916
Romania2010,ROU,2010,53.829,5.451597
Romania2011,ROU,2011,53.96,5.73559
Romania2012,ROU,2012,53.974,5.396594
Romania2013,ROU,2013,53.937,5.493305
Romania2014,ROU,2014,53.9,5.77285
Romania2015,ROU,2015,53.887,6.188485
Romania2016,ROU,2016,53.9,6.020166
Romania2017,ROU,2017,53.936,5.726573
Russia2000,RUS,2000,73.35,7.337836
Russia2001,RUS,2001,73.346,8.12545
Russia2002,RUS,2002,73.341,7.089446
Russia2003,RUS,2003,73.373,6.929042
Russia2004,RUS,2004,73.418,7.94786
Russia2005,RUS,2005,73.463,8.878355
Russia2006,RUS,2006,73.508,9.04637
Russia2007,RUS,2007,73.553,9.62228
Russia2008,RUS,2008,73.598,9.470864
Russia2009,RUS,2009,73.642,7.09765
Russia2010,RUS,2010,73.687,7.19113
Russia2011,RUS,2011,73.732,7.173385
Russia2012,RUS,2012,73.791,6.773181
Russia2013,RUS,2013,73.863,6.236145
Russia2014,RUS,2014,73.95,6.422058
Russia2015,RUS,2015,74.05,6.510317
Russia2016,RUS,2016,74.164,6.710815
